Chip Run Info,H:\Deleted from D_AT30\DX3\HER2\Breast cancer gDNA cell line spike-ins\1482019095 48-770 uniplex HER2 RNaseP BC gDNA 20-10-2009\ChipRun.bml,1482019095,48.770,Default-10min-Hot-Start,ROX,FAM-MGB : VIC-TAMRA,10/20/2009 12:12:18 PM,01:33:33,BIOMARK052
Application Version,4.0.1
Application Build,20130423.0844
Export Type,Detailed Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,VIC-TAMRA,VIC-TAMRA,VIC-TAMRA,VIC-TAMRA,VIC-TAMRA,User
Chamber and Panel,Chamber and Panel,Sample,Sample,Sample,FAM-MGB,FAM-MGB,VIC-TAMRA,VIC-TAMRA,Ct,Ct,Ct,Ct,Ct,Ct,Ct,Ct,Ct,Ct,Defined
Chamber ID,Panel ID,Name,Type,rConc.,Name,Type,Name,Type,Value,Quality,Call,Target,Threshold,Value,Quality,Call,Target,Threshold,Comments
P25-X03-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X04-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X05-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X06-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X07-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X08-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X09-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X10-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X11-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X12-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X13-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X14-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,24.3823624681782,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X15-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X16-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X17-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X18-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X19-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X20-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X21-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X22-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X23-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X24-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X25-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X26-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X27-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X28-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X29-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X30-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X31-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X32-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X33-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X34-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X35-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X36-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X37-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X38-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X39-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X40-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X41-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X42-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X43-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,24.7192501435849,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X44-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X45-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X46-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X47-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X48-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X49-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X50-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X51-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,24.5567789699546,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X52-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X53-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X54-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,24.4766889720334,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X55-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X56-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X57-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X58-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X59-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X60-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X61-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X62-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X63-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X64-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X65-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X66-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X67-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X68-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X69-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X70-Y01,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X01-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X02-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X03-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X04-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X05-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X06-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X07-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X08-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X09-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X10-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X11-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X12-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X13-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X14-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X15-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X16-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X17-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X18-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X19-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X20-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X21-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X22-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,23.5006127714132,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X23-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X24-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X25-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X26-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X27-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X28-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X29-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X30-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X31-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X32-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X33-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X34-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X35-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X36-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X37-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X38-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X39-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X40-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X41-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X42-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X43-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X44-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X45-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X46-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X47-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X48-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X49-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X50-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X51-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X52-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X53-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X54-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,23.5609481846254,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X55-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X56-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X57-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X58-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,24.6252608982756,0.97,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X59-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X60-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X61-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,24.5262610063107,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X62-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X63-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X64-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X65-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X66-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X67-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X68-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X69-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,24.5837565456334,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X70-Y02,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X01-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X02-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X03-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X04-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X05-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X06-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X07-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X08-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X09-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X10-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X11-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X12-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X13-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X14-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X15-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X16-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X17-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X18-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X19-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,23.4582946458064,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X20-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X21-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X22-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X23-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X24-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X25-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X26-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,23.9000813895866,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X27-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X28-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X29-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X30-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X31-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X32-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X33-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X34-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X35-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
