Chip Run Info,H:\Deleted from D_AT30\DX3\HER2\Breast cancer gDNA cell line spike-ins\1482019095 48-770 uniplex HER2 RNaseP BC gDNA 20-10-2009\ChipRun.bml,1482019095,48.770,Default-10min-Hot-Start,ROX,FAM-MGB : VIC-TAMRA,10/20/2009 12:12:18 PM,01:33:33,BIOMARK052
Application Version,4.0.1
Application Build,20130423.0844
Export Type,Detailed Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,VIC-TAMRA,VIC-TAMRA,VIC-TAMRA,VIC-TAMRA,VIC-TAMRA,User
Chamber and Panel,Chamber and Panel,Sample,Sample,Sample,FAM-MGB,FAM-MGB,VIC-TAMRA,VIC-TAMRA,Ct,Ct,Ct,Ct,Ct,Ct,Ct,Ct,Ct,Ct,Defined
Chamber ID,Panel ID,Name,Type,rConc.,Name,Type,Name,Type,Value,Quality,Call,Target,Threshold,Value,Quality,Call,Target,Threshold,Comments
P02-X58-Y04,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X59-Y04,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,29.7700623623419,0.95,Pass,Hit,0.1,
P02-X60-Y04,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X61-Y04,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X62-Y04,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X63-Y04,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X64-Y04,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X65-Y04,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X66-Y04,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X67-Y04,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X68-Y04,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.6921514714678,0.97,Pass,Hit,0.1,
P02-X69-Y04,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X70-Y04,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X01-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X02-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X03-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.7225770009834,0.96,Pass,Hit,0.1,
P02-X04-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X05-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,29.902396391821,0.98,Pass,Hit,0.1,
P02-X06-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X07-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,29.4094664969518,0.97,Pass,Hit,0.1,
P02-X08-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X09-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X10-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.7069870003957,0.97,Pass,Hit,0.1,
P02-X11-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X12-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X13-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.7687377924139,0.97,Pass,Hit,0.1,
P02-X14-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X15-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X16-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X17-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X18-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X19-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X20-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X21-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X22-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X23-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X24-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X25-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X26-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X27-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X28-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X29-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X30-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X31-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X32-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X33-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X34-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.7268572556149,0.97,Pass,Hit,0.1,
P02-X35-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X36-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,29.834055324306,0.96,Pass,Hit,0.1,
P02-X37-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X38-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.6287508335505,0.97,Pass,Hit,0.1,
P02-X39-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X40-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X41-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X42-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X43-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X44-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X45-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X46-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X47-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X48-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X49-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X50-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X51-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,29.7557108308609,0.97,Pass,Hit,0.1,
P02-X52-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X53-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X54-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X55-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X56-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X57-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X58-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X59-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,29.7135222810512,0.95,Pass,Hit,0.1,
P02-X60-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.892865110719,0.96,Pass,Hit,0.1,
P02-X61-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X62-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,30.7997859565969,0.96,Pass,Hit,0.1,
P02-X63-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X64-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X65-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X66-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X67-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X68-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,29.651194120662,0.95,Pass,Hit,0.1,
P02-X69-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X70-Y05,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,29.1512422409206,0.99,Pass,Hit,0.1,
P02-X01-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X02-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X03-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X04-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X05-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,29.9516952174163,0.97,Pass,Hit,0.1,
P02-X06-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X07-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X08-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X09-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X10-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X11-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.7192112423862,0.98,Pass,Hit,0.1,
P02-X12-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.8106017335244,0.98,Pass,Hit,0.1,
P02-X13-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X14-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X15-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X16-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.8009512632508,0.97,Pass,Hit,0.1,
P02-X17-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X18-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,29.451150897583,0.97,Pass,Hit,0.1,
P02-X19-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.8273006371723,0.96,Pass,Hit,0.1,
P02-X20-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X21-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X22-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X23-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X24-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X25-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X26-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X27-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X28-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X29-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X30-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X31-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X32-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.9640475133363,0.97,Pass,Hit,0.1,
P02-X33-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X34-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X35-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X36-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X37-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X38-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X39-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X40-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.8547849964774,0.97,Pass,Hit,0.1,
P02-X41-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.7427451406002,0.94,Pass,Hit,0.1,
P02-X42-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X43-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X44-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.8328781922037,0.98,Pass,Hit,0.1,
P02-X45-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X46-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X47-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X48-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X49-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X50-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X51-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X52-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X53-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X54-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X55-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.7802267324457,0.98,Pass,Hit,0.1,
P02-X56-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X57-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X58-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.6801279004285,0.97,Pass,Hit,0.1,
P02-X59-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,38.3204192558503,0.43,Fail,No Hit,0.1,
P02-X60-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X61-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X62-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X63-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X64-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X65-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X66-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.6894260348445,0.97,Pass,Hit,0.1,
P02-X67-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X68-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X69-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X70-Y06,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X01-Y07,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X02-Y07,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.9291166764297,0.97,Pass,Hit,0.1,
P02-X03-Y07,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X04-Y07,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X05-Y07,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X06-Y07,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X07-Y07,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.9471651964033,0.96,Pass,Hit,0.1,
P02-X08-Y07,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X09-Y07,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X10-Y07,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X11-Y07,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,27.6812802572337,0.95,Pass,Hit,0.1,
P02-X12-Y07,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P02-X13-Y07,2,MCF-7,Unknown,200,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,28.6704340337475,0.96,Pass,Hit,0.1,
